CodeValue,ValueLabel,file,year
B,Institution left item blank,SAL2005_A_LT9,2005
C,Analyst corrected reported value,SAL2005_A_LT9,2005
D,Do not know,SAL2005_A_LT9,2005
G,Data generated from other data values,SAL2005_A_LT9,2005
H,Value not derived - data not usable,SAL2005_A_LT9,2005
J,Logical imputation,SAL2005_A_LT9,2005
K,Ratio adjustment,SAL2005_A_LT9,2005
L,Imputed using the Group Median procedure,SAL2005_A_LT9,2005
N,Imputed using Nearest Neighbor procedure,SAL2005_A_LT9,2005
P,Imputed using Carry Forward procedure,SAL2005_A_LT9,2005
R,Reported,SAL2005_A_LT9,2005
Z,Implied zero;,SAL2005_A_LT9,2005
A,Not applicable,SAL2005_B,2005
B,Institution left item blank,SAL2005_B,2005
C,Analyst corrected reported value,SAL2005_B,2005
D,Do not know,SAL2005_B,2005
G,Data generated from other data values,SAL2005_B,2005
H,Value not derived - data not usable,SAL2005_B,2005
J,Logical imputation,SAL2005_B,2005
K,Ratio adjustment,SAL2005_B,2005
L,Imputed using the Group Median procedure,SAL2005_B,2005
N,Imputed using Nearest Neighbor procedure,SAL2005_B,2005
P,Imputed using Carry Forward procedure,SAL2005_B,2005
R,Reported,SAL2005_B,2005
Z,Implied zero;,SAL2005_B,2005
A,Not applicable,SFA0405,2005
B,Institution left item blank,SFA0405,2005
C,Analyst corrected reported value,SFA0405,2005
D,Do not know,SFA0405,2005
G,Data generated from other data values,SFA0405,2005
H,Value not derived - data not usable,SFA0405,2005
J,Logical imputation,SFA0405,2005
K,Ratio adjustment,SFA0405,2005
L,Imputed using the Group Median procedure,SFA0405,2005
N,Imputed using Nearest Neighbor procedure,SFA0405,2005
P,Imputed using Carry Forward procedure,SFA0405,2005
R,Reported,SFA0405,2005
Z,Implied zero;,SFA0405,2005
A,Not applicable,EAP2006,2006
B,Institution left item blank,EAP2006,2006
C,Analyst corrected reported value,EAP2006,2006
D,Do not know,EAP2006,2006
G,Data generated from other data values,EAP2006,2006
H,Value not derived - data not usable,EAP2006,2006
J,Logical imputation,EAP2006,2006
K,Ratio adjustment,EAP2006,2006
L,Imputed using the Group Median procedure,EAP2006,2006
N,Imputed using Nearest Neighbor procedure,EAP2006,2006
P,Imputed using Carry Forward procedure,EAP2006,2006
R,Reported,EAP2006,2006
Z,Implied zero;,EAP2006,2006
A,Not applicable,EF2006A,2006
B,Institution left item blank,EF2006A,2006
C,Analyst corrected reported value,EF2006A,2006
D,Do not know,EF2006A,2006
G,Data generated from other data values,EF2006A,2006
H,Value not derived - data not usable,EF2006A,2006
J,Logical imputation,EF2006A,2006
K,Ratio adjustment,EF2006A,2006
L,Imputed using the Group Median procedure,EF2006A,2006
N,Imputed using Nearest Neighbor procedure,EF2006A,2006
P,Imputed using Carry Forward procedure,EF2006A,2006
R,Reported,EF2006A,2006
Z,Implied zero;,EF2006A,2006
A,Not applicable,EF2006B,2006
B,Institution left item blank,EF2006B,2006
C,Analyst corrected reported value,EF2006B,2006
D,Do not know,EF2006B,2006
G,Data generated from other data values,EF2006B,2006
H,Value not derived - data not usable,EF2006B,2006
J,Logical imputation,EF2006B,2006
K,Ratio adjustment,EF2006B,2006
L,Imputed using the Group Median procedure,EF2006B,2006
N,Imputed using Nearest Neighbor procedure,EF2006B,2006
P,Imputed using Carry Forward procedure,EF2006B,2006
R,Reported,EF2006B,2006
Z,Implied zero;,EF2006B,2006
A,Not applicable,EF2006C,2006
B,Institution left item blank,EF2006C,2006
C,Analyst corrected reported value,EF2006C,2006
D,Do not know,EF2006C,2006
G,Data generated from other data values,EF2006C,2006
H,Value not derived - data not usable,EF2006C,2006
J,Logical imputation,EF2006C,2006
K,Ratio adjustment,EF2006C,2006
L,Imputed using the Group Median procedure,EF2006C,2006
N,Imputed using Nearest Neighbor procedure,EF2006C,2006
P,Imputed using Carry Forward procedure,EF2006C,2006
R,Reported,EF2006C,2006
Z,Implied zero;,EF2006C,2006
A,Not applicable,EF2006CP,2006
B,Institution left item blank,EF2006CP,2006
C,Analyst corrected reported value,EF2006CP,2006
D,Do not know,EF2006CP,2006
G,Data generated from other data values,EF2006CP,2006
H,Value not derived - data not usable,EF2006CP,2006
J,Logical imputation,EF2006CP,2006
K,Ratio adjustment,EF2006CP,2006
L,Imputed using the Group Median procedure,EF2006CP,2006
N,Imputed using Nearest Neighbor procedure,EF2006CP,2006
P,Imputed using Carry Forward procedure,EF2006CP,2006
R,Reported,EF2006CP,2006
Z,Implied zero;,EF2006CP,2006
A,Not applicable,EF2006D,2006
B,Institution left item blank,EF2006D,2006
C,Analyst corrected reported value,EF2006D,2006
D,Do not know,EF2006D,2006
G,Data generated from other data values,EF2006D,2006
H,Value not derived - data not usable,EF2006D,2006
J,Logical imputation,EF2006D,2006
K,Ratio adjustment,EF2006D,2006
L,Imputed using the Group Median procedure,EF2006D,2006
N,Imputed using Nearest Neighbor procedure,EF2006D,2006
P,Imputed using Carry Forward procedure,EF2006D,2006
R,Reported,EF2006D,2006
Z,Implied zero;,EF2006D,2006
A,Not applicable,EFFY2006,2006
B,Institution left item blank,EFFY2006,2006
C,Analyst corrected reported value,EFFY2006,2006
D,Do not know,EFFY2006,2006
G,Data generated from other data values,EFFY2006,2006
H,Value not derived - data not usable,EFFY2006,2006
J,Logical imputation,EFFY2006,2006
K,Ratio adjustment,EFFY2006,2006
L,Imputed using the Group Median procedure,EFFY2006,2006
N,Imputed using Nearest Neighbor procedure,EFFY2006,2006
P,Imputed using Carry Forward procedure,EFFY2006,2006
R,Reported,EFFY2006,2006
Z,Implied zero;,EFFY2006,2006
A,Not applicable,EFIA2006,2006
B,Institution left item blank,EFIA2006,2006
C,Analyst corrected reported value,EFIA2006,2006
D,Do not know,EFIA2006,2006
G,Data generated from other data values,EFIA2006,2006
H,Value not derived - data not usable,EFIA2006,2006
J,Logical imputation,EFIA2006,2006
K,Ratio adjustment,EFIA2006,2006
L,Imputed using the Group Median procedure,EFIA2006,2006
N,Imputed using Nearest Neighbor procedure,EFIA2006,2006
P,Imputed using Carry Forward procedure,EFIA2006,2006
R,Reported,EFIA2006,2006
Z,Implied zero;,EFIA2006,2006
A,Not applicable,F0506_F1A,2006
B,Institution left item blank,F0506_F1A,2006
C,Analyst corrected reported value,F0506_F1A,2006
D,Do not know,F0506_F1A,2006
G,Data generated from other data values,F0506_F1A,2006
H,Value not derived - data not usable,F0506_F1A,2006
J,Logical imputation,F0506_F1A,2006
K,Ratio adjustment,F0506_F1A,2006
L,Imputed using the Group Median procedure,F0506_F1A,2006
N,Imputed using Nearest Neighbor procedure,F0506_F1A,2006
P,Imputed using Carry Forward procedure,F0506_F1A,2006
R,Reported,F0506_F1A,2006
Z,Implied zero;,F0506_F1A,2006
A,Not applicable,F0506_F1A_F,2006
B,Institution left item blank,F0506_F1A_F,2006
C,Analyst corrected reported value,F0506_F1A_F,2006
D,Do not know,F0506_F1A_F,2006
G,Data generated from other data values,F0506_F1A_F,2006
H,Value not derived - data not usable,F0506_F1A_F,2006
J,Logical imputation,F0506_F1A_F,2006
K,Ratio adjustment,F0506_F1A_F,2006
L,Imputed using the Group Median procedure,F0506_F1A_F,2006
N,Imputed using Nearest Neighbor procedure,F0506_F1A_F,2006
P,Imputed using Carry Forward procedure,F0506_F1A_F,2006
R,Reported,F0506_F1A_F,2006
Z,Implied zero;,F0506_F1A_F,2006
A,Not applicable,F0506_F1A_G,2006
B,Institution left item blank,F0506_F1A_G,2006
C,Analyst corrected reported value,F0506_F1A_G,2006
D,Do not know,F0506_F1A_G,2006
G,Data generated from other data values,F0506_F1A_G,2006
H,Value not derived - data not usable,F0506_F1A_G,2006
J,Logical imputation,F0506_F1A_G,2006
K,Ratio adjustment,F0506_F1A_G,2006
L,Imputed using the Group Median procedure,F0506_F1A_G,2006
N,Imputed using Nearest Neighbor procedure,F0506_F1A_G,2006
P,Imputed using Carry Forward procedure,F0506_F1A_G,2006
R,Reported,F0506_F1A_G,2006
Z,Implied zero;,F0506_F1A_G,2006
A,Not applicable,F0506_F2,2006
B,Institution left item blank,F0506_F2,2006
C,Analyst corrected reported value,F0506_F2,2006
D,Do not know,F0506_F2,2006
G,Data generated from other data values,F0506_F2,2006
H,Value not derived - data not usable,F0506_F2,2006
J,Logical imputation,F0506_F2,2006
K,Ratio adjustment,F0506_F2,2006
L,Imputed using the Group Median procedure,F0506_F2,2006
N,Imputed using Nearest Neighbor procedure,F0506_F2,2006
P,Imputed using Carry Forward procedure,F0506_F2,2006
R,Reported,F0506_F2,2006
Z,Implied zero;,F0506_F2,2006
A,Not applicable,F0506_F3,2006
B,Institution left item blank,F0506_F3,2006
C,Analyst corrected reported value,F0506_F3,2006
D,Do not know,F0506_F3,2006
G,Data generated from other data values,F0506_F3,2006
H,Value not derived - data not usable,F0506_F3,2006
J,Logical imputation,F0506_F3,2006
K,Ratio adjustment,F0506_F3,2006
L,Imputed using the Group Median procedure,F0506_F3,2006
N,Imputed using Nearest Neighbor procedure,F0506_F3,2006
P,Imputed using Carry Forward procedure,F0506_F3,2006
R,Reported,F0506_F3,2006
Z,Implied zero;,F0506_F3,2006
A,Not applicable,GR2006_ATH_AID,2006
B,Institution left item blank,GR2006_ATH_AID,2006
C,Analyst corrected reported value,GR2006_ATH_AID,2006
D,Do not know,GR2006_ATH_AID,2006
G,Data generated from other data values,GR2006_ATH_AID,2006
H,Value not derived - data not usable,GR2006_ATH_AID,2006
J,Logical imputation,GR2006_ATH_AID,2006
K,Ratio adjustment,GR2006_ATH_AID,2006
L,Imputed using the Group Median procedure,GR2006_ATH_AID,2006
N,Imputed using Nearest Neighbor procedure,GR2006_ATH_AID,2006
P,Imputed using Carry Forward procedure,GR2006_ATH_AID,2006
R,Reported,GR2006_ATH_AID,2006
Z,Implied zero;,GR2006_ATH_AID,2006
A,Not applicable,GR2006,2006
B,Institution left item blank,GR2006,2006
C,Analyst corrected reported value,GR2006,2006
D,Do not know,GR2006,2006
G,Data generated from other data values,GR2006,2006
H,Value not derived - data not usable,GR2006,2006
J,Logical imputation,GR2006,2006
K,Ratio adjustment,GR2006,2006
L,Imputed using the Group Median procedure,GR2006,2006
N,Imputed using Nearest Neighbor procedure,GR2006,2006
P,Imputed using Carry Forward procedure,GR2006,2006
R,Reported,GR2006,2006
Z,Implied zero;,GR2006,2006
A,Not applicable,GR2006_L2,2006
B,Institution left item blank,GR2006_L2,2006
C,Analyst corrected reported value,GR2006_L2,2006
D,Do not know,GR2006_L2,2006
G,Data generated from other data values,GR2006_L2,2006
H,Value not derived - data not usable,GR2006_L2,2006
J,Logical imputation,GR2006_L2,2006
K,Ratio adjustment,GR2006_L2,2006
L,Imputed using the Group Median procedure,GR2006_L2,2006
N,Imputed using Nearest Neighbor procedure,GR2006_L2,2006
P,Imputed using Carry Forward procedure,GR2006_L2,2006
R,Reported,GR2006_L2,2006
Z,Implied zero;,GR2006_L2,2006
A,Not applicable,GR2006ATH,2006
B,Institution left item blank,GR2006ATH,2006
C,Analyst corrected reported value,GR2006ATH,2006
D,Do not know,GR2006ATH,2006
G,Data generated from other data values,GR2006ATH,2006
H,Value not derived - data not usable,GR2006ATH,2006
J,Logical imputation,GR2006ATH,2006
K,Ratio adjustment,GR2006ATH,2006
L,Imputed using the Group Median procedure,GR2006ATH,2006
N,Imputed using Nearest Neighbor procedure,GR2006ATH,2006
P,Imputed using Carry Forward procedure,GR2006ATH,2006
R,Reported,GR2006ATH,2006
Z,Implied zero;,GR2006ATH,2006
A,Not applicable,IC2006_AY,2006
B,Institution left item blank,IC2006_AY,2006
C,Analyst corrected reported value,IC2006_AY,2006
D,Do not know,IC2006_AY,2006
G,Data generated from other data values,IC2006_AY,2006
H,Value not derived - data not usable,IC2006_AY,2006
J,Logical imputation,IC2006_AY,2006
K,Ratio adjustment,IC2006_AY,2006
L,Imputed using the Group Median procedure,IC2006_AY,2006
N,Imputed using Nearest Neighbor procedure,IC2006_AY,2006
P,Imputed using Carry Forward procedure,IC2006_AY,2006
R,Reported,IC2006_AY,2006
Y,Particular Doctor's professional practice field not applicable,IC2006_AY,2006
Z,Implied zero;,IC2006_AY,2006
A,Not applicable,IC2006,2006
B,Institution left item blank,IC2006,2006
C,Analyst corrected reported value,IC2006,2006
D,Do not know,IC2006,2006
G,Data generated from other data values,IC2006,2006
H,Value not derived - data not usable,IC2006,2006
J,Logical imputation,IC2006,2006
K,Ratio adjustment,IC2006,2006
L,Imputed using the Group Median procedure,IC2006,2006
N,Imputed using Nearest Neighbor procedure,IC2006,2006
P,Imputed using Carry Forward procedure,IC2006,2006
R,Reported,IC2006,2006
Z,Implied zero;,IC2006,2006
A,Not applicable,IC2006_PY,2006
B,Institution left item blank,IC2006_PY,2006
C,Analyst corrected reported value,IC2006_PY,2006
D,Do not know,IC2006_PY,2006
G,Data generated from other data values,IC2006_PY,2006
H,Value not derived - data not usable,IC2006_PY,2006
J,Logical imputation,IC2006_PY,2006
K,Ratio adjustment,IC2006_PY,2006
L,Imputed using the Group Median procedure,IC2006_PY,2006
N,Imputed using Nearest Neighbor procedure,IC2006_PY,2006
P,Imputed using Carry Forward procedure,IC2006_PY,2006
R,Reported,IC2006_PY,2006
Z,Implied zero;,IC2006_PY,2006
A,Not applicable,S2006_ABD,2006
B,Institution left item blank,S2006_ABD,2006
C,Analyst corrected reported value,S2006_ABD,2006
D,Do not know,S2006_ABD,2006
G,Data generated from other data values,S2006_ABD,2006
H,Value not derived - data not usable,S2006_ABD,2006
J,Logical imputation,S2006_ABD,2006
K,Ratio adjustment,S2006_ABD,2006
L,Imputed using the Group Median procedure,S2006_ABD,2006
N,Imputed using Nearest Neighbor procedure,S2006_ABD,2006
P,Imputed using Carry Forward procedure,S2006_ABD,2006
R,Reported,S2006_ABD,2006
Z,Implied zero;,S2006_ABD,2006
A,Not applicable,S2006_CN,2006
B,Institution left item blank,S2006_CN,2006
C,Analyst corrected reported value,S2006_CN,2006
D,Do not know,S2006_CN,2006
G,Data generated from other data values,S2006_CN,2006
H,Value not derived - data not usable,S2006_CN,2006
J,Logical imputation,S2006_CN,2006
K,Ratio adjustment,S2006_CN,2006
L,Imputed using the Group Median procedure,S2006_CN,2006
N,Imputed using Nearest Neighbor procedure,S2006_CN,2006
P,Imputed using Carry Forward procedure,S2006_CN,2006
R,Reported,S2006_CN,2006
Z,Implied zero;,S2006_CN,2006
A,Not applicable,S2006_F,2006
B,Institution left item blank,S2006_F,2006
C,Analyst corrected reported value,S2006_F,2006
D,Do not know,S2006_F,2006
G,Data generated from other data values,S2006_F,2006
H,Value not derived - data not usable,S2006_F,2006
J,Logical imputation,S2006_F,2006
K,Ratio adjustment,S2006_F,2006
L,Imputed using the Group Median procedure,S2006_F,2006
N,Imputed using Nearest Neighbor procedure,S2006_F,2006
P,Imputed using Carry Forward procedure,S2006_F,2006
R,Reported,S2006_F,2006
Z,Implied zero;,S2006_F,2006
A,Not applicable,S2006_G,2006
B,Institution left item blank,S2006_G,2006
C,Analyst corrected reported value,S2006_G,2006
D,Do not know,S2006_G,2006
G,Data generated from other data values,S2006_G,2006
H,Value not derived - data not usable,S2006_G,2006
J,Logical imputation,S2006_G,2006
K,Ratio adjustment,S2006_G,2006
L,Imputed using the Group Median procedure,S2006_G,2006
N,Imputed using Nearest Neighbor procedure,S2006_G,2006
P,Imputed using Carry Forward procedure,S2006_G,2006
R,Reported,S2006_G,2006
Z,Implied zero;,S2006_G,2006
A,Not applicable,SAL2006_A,2006
B,Institution left item blank,SAL2006_A,2006
C,Analyst corrected reported value,SAL2006_A,2006
D,Do not know,SAL2006_A,2006
G,Data generated from other data values,SAL2006_A,2006
H,Value not derived - data not usable,SAL2006_A,2006
J,Logical imputation,SAL2006_A,2006
K,Ratio adjustment,SAL2006_A,2006
L,Imputed using the Group Median procedure,SAL2006_A,2006
N,Imputed using Nearest Neighbor procedure,SAL2006_A,2006
P,Imputed using Carry Forward procedure,SAL2006_A,2006
R,Reported,SAL2006_A,2006
Z,Implied zero;,SAL2006_A,2006
A,Not applicable,SAL2006_A_LT9,2006
B,Institution left item blank,SAL2006_A_LT9,2006
C,Analyst corrected reported value,SAL2006_A_LT9,2006
D,Do not know,SAL2006_A_LT9,2006
G,Data generated from other data values,SAL2006_A_LT9,2006
H,Value not derived - data not usable,SAL2006_A_LT9,2006
J,Logical imputation,SAL2006_A_LT9,2006
K,Ratio adjustment,SAL2006_A_LT9,2006
L,Imputed using the Group Median procedure,SAL2006_A_LT9,2006
N,Imputed using Nearest Neighbor procedure,SAL2006_A_LT9,2006
P,Imputed using Carry Forward procedure,SAL2006_A_LT9,2006
R,Reported,SAL2006_A_LT9,2006
Z,Implied zero;,SAL2006_A_LT9,2006
A,Not applicable,SAL2006_B,2006
B,Institution left item blank,SAL2006_B,2006
C,Analyst corrected reported value,SAL2006_B,2006
D,Do not know,SAL2006_B,2006
G,Data generated from other data values,SAL2006_B,2006
H,Value not derived - data not usable,SAL2006_B,2006
J,Logical imputation,SAL2006_B,2006
K,Ratio adjustment,SAL2006_B,2006
L,Imputed using the Group Median procedure,SAL2006_B,2006
N,Imputed using Nearest Neighbor procedure,SAL2006_B,2006
P,Imputed using Carry Forward procedure,SAL2006_B,2006
R,Reported,SAL2006_B,2006
Z,Implied zero;,SAL2006_B,2006
A,Not applicable,SAL2006_FACULTY,2006
B,Institution left item blank,SAL2006_FACULTY,2006
C,Analyst corrected reported value,SAL2006_FACULTY,2006
D,Do not know,SAL2006_FACULTY,2006
G,Data generated from other data values,SAL2006_FACULTY,2006
H,Value not derived - data not usable,SAL2006_FACULTY,2006
J,Logical imputation,SAL2006_FACULTY,2006
K,Ratio adjustment,SAL2006_FACULTY,2006
L,Imputed using the Group Median procedure,SAL2006_FACULTY,2006
N,Imputed using Nearest Neighbor procedure,SAL2006_FACULTY,2006
P,Imputed using Carry Forward procedure,SAL2006_FACULTY,2006
R,Reported,SAL2006_FACULTY,2006
Z,Implied zero;,SAL2006_FACULTY,2006
A,Not applicable,SFA0506,2006
B,Institution left item blank,SFA0506,2006
C,Analyst corrected reported value,SFA0506,2006
D,Do not know,SFA0506,2006
G,Data generated from other data values,SFA0506,2006
H,Value not derived - data not usable,SFA0506,2006
J,Logical imputation,SFA0506,2006
K,Ratio adjustment,SFA0506,2006
L,Imputed using the Group Median procedure,SFA0506,2006
